#,Office No.,Company Name,Company Number,Has Valid Company Number,Incorporated,Status,SIC Code,Registered Address,Address Suffix,Address Exact Street Match,Cash At Bank,Net Assets,Turnover,Investigative Priority,Risk Tier (Objective),Priority Entity,Public Linkage Category,Manual Review Hypothesis (Unverified),Public Evidence Summary,Public Evidence URLs,Review Notes,Companies House Overview URL,Companies House Officers URL,Companies House Filing History URL,Primary OSINT Source,Source,Notes,Office Group Size,Company Number Inference Method,Company Number Confidence,sic_wave_cluster_id,sic_wave_cluster_size,sic_wave_recovery_candidate,formation_sequence_cluster_id,formation_sequence_cluster_size,formation_sequence_recovery_candidate,logistics_api_flag,carrier_api_capability_score,evidence_basis_shipping_layer,shipping_role_category,confidence_level_shipping_layer,Office No Clean,address_cluster_signal,delta_candidate_flag,infrastructure_layer,confidence_level,risk_it_services,risk_seo_agency,risk_logistics_shell,risk_ecommerce_operator,risk_formation_intermediary,risk_payment_linked,risk_telecom_sim_node,risk_shipping_label_node,risk_carrier_account_broker,risk_score_total,risk_level
833.0,878,Brightbridge Ecom Ltd,—,No,,Active,,"Office 878, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,87.0,8.0,True,False,0.0,no_indicator,none_detected,LOW,878.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
589.0,627,Brio Global Limited,—,No,,Active,,"Office 627, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,62.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,627.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
822.0,865,Britannia GB Traders Ltd,—,No,,Active,,"Office 865, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,86.0,10.0,True,False,0.0,no_indicator,none_detected,LOW,865.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
355.0,391,Briture Limited,16468229,Yes,2025-05-22,Active,47910,"Office 391, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16468229,https://find-and-update.company-information.service.gov.uk/company/16468229/officers,https://find-and-update.company-information.service.gov.uk/company/16468229/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,85.0,97.0,False,39.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,391.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
776.0,820,Britvalue97 Ltd,—,No,,Active,,"Office 820, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,82.0,13.0,True,False,0.0,no_indicator,none_detected,LOW,820.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
66.0,85,Broad Spectrum Promoter Limited,15500863,Yes,2024-02-18,Active,62012,"Office 85, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,MEDIUM,MEDIUM,,,,,,Shared office number: 2 entities,https://find-and-update.company-information.service.gov.uk/company/15500863,https://find-and-update.company-information.service.gov.uk/company/15500863/officers,https://find-and-update.company-information.service.gov.uk/company/15500863/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,135.0,5.0,False,8.0,11.0,False,False,0.0,no_indicator,none_detected,LOW,85.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
646.0,690,Burhan Traders Ltd,—,No,,Active,,"Office 690, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: WV6 0SR,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,69.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,690.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
295.0,335,Buykart Pvt Ltd,16315798,Yes,2025-03-14,Active,47910,"Office 335, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16315798,https://find-and-update.company-information.service.gov.uk/company/16315798/officers,https://find-and-update.company-information.service.gov.uk/company/16315798/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,85.0,97.0,False,33.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,335.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
383.0,419,Buynero Ltd,16592376,Yes,2025-07-18,Active,47990,"Office 419, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16592376,https://find-and-update.company-information.service.gov.uk/company/16592376/officers,https://find-and-update.company-information.service.gov.uk/company/16592376/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,108.0,30.0,False,41.0,12.0,False,False,0.0,no_indicator,none_detected,LOW,419.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
265.0,305,Buzzclick Solution Ltd,16164202,Yes,2025-01-06,Active,"62020, 62090, 73110","Office 305, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,£1,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16164202,https://find-and-update.company-information.service.gov.uk/company/16164202/officers,https://find-and-update.company-information.service.gov.uk/company/16164202/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,149.0,90.0,False,30.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,305.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
599.0,639,Byte Cart Ltd,—,No,,Active,,"Office 639, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,63.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,639.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
887.0,992,Bytecraft Pro Ltd,—,No,,Active,,"Office 992, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,99.0,11.0,True,False,0.0,no_indicator,none_detected,LOW,992.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
805.0,848,Bytesoftiq Ltd,—,No,,Active,,"Office 848, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,84.0,8.0,True,False,0.0,no_indicator,none_detected,LOW,848.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
750.0,792,Capiturn Limited,—,No,,Active,,"Office 792, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,79.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,792.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
642.0,686,Career Amend Ltd,—,No,,Active,,"Office 686, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,68.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,686.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
515.0,549,Cat Studios Vea Ltd,16835763,Yes,2025-11-06,Active,59112,"Office 549, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16835763,https://find-and-update.company-information.service.gov.uk/company/16835763/officers,https://find-and-update.company-information.service.gov.uk/company/16835763/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk ★ Nov 2025,,,none,original_or_unresolved,128.0,2.0,False,54.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,549.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
96.0,125,Celebrityspeaks Ltd,15671412,Yes,2024-04-23,Active,73110,"Office 125, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,"-£3,000",,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15671412,https://find-and-update.company-information.service.gov.uk/company/15671412/officers,https://find-and-update.company-information.service.gov.uk/company/15671412/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,180.0,21.0,False,12.0,7.0,False,False,0.0,no_indicator,none_detected,LOW,125.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
364.0,400,Charming Store Ltd,16494870,Yes,2025-06-04,Active,47910,"Office 400, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16494870,https://find-and-update.company-information.service.gov.uk/company/16494870/officers,https://find-and-update.company-information.service.gov.uk/company/16494870/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,85.0,97.0,False,40.0,8.0,False,False,0.0,no_indicator,none_detected,LOW,400.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,True,False,False,False,False,False,1.0,LOW
544.0,578,Choosify Limited,15430498,No,,Active,,"Office 578, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,£87,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,57.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,578.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
251.0,291,Cizortech Ltd,16124067,Yes,2024-12-09,Active,"62012, 62020, 62090, 63110","Office 291, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16124067,https://find-and-update.company-information.service.gov.uk/company/16124067/officers,https://find-and-update.company-information.service.gov.uk/company/16124067/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,138.0,3.0,False,29.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,291.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,False,False,False,False,False,False,False,1.0,LOW
876.0,979,Clerkly UK Ltd,—,No,,Active,,"Office 979, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,97.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,979.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
,,Clickflow Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73110,,,,,,,,,,,,,,,,,,,,,,,,
731.0,773,Clickflow Digital Ltd,—,No,,Active,,"Office 773, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,77.0,10.0,True,False,0.0,no_indicator,none_detected,LOW,773.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,False,False,False,False,False,False,False,1.0,LOW
